ID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
1799,0,0,0,0,10,1,2,1,2,0,0,0,2,2,0,1,2,98.7,6490
1800,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,43.85,3660
1801,1,0,0,0,22,1,0,1,0,0,0,0,0,0,0,1,3,69.7,884
1802,1,0,1,1,7,0,1,0,2,2,2,0,0,0,2,0,3,38.55,2427
1803,0,0,0,0,36,0,1,0,2,2,2,2,0,2,2,1,3,53.1,1501
1804,0,0,1,1,34,1,0,2,1,1,1,1,1,1,0,0,3,20.65,5607
1805,1,0,1,1,72,1,2,0,2,2,2,0,0,0,2,0,1,64.45,3996
1806,1,0,1,1,36,1,2,2,1,1,1,1,1,1,2,0,1,25.1,6400
1807,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,2,76.35,5822
1808,0,0,0,0,23,1,2,1,0,2,0,0,0,0,0,1,2,79.15,1162
1809,1,1,1,0,32,1,2,1,0,0,0,0,0,2,0,1,2,85,2290
1810,0,0,1,1,71,1,2,1,2,2,2,2,0,0,1,1,1,95.15,5359
1811,0,1,0,0,23,1,2,1,0,0,2,0,0,0,0,1,3,79.35,1388
1812,1,0,1,0,17,1,0,1,0,0,2,0,2,2,1,1,0,96.65,1039
1813,1,0,0,0,1,1,0,0,0,0,2,2,2,2,0,1,2,75.5,5772
1814,1,0,1,1,12,1,0,2,1,1,1,1,1,1,2,0,3,19.7,2234
1815,0,0,1,0,72,1,0,2,1,1,1,1,1,1,2,0,1,20.5,911
1816,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.2,1479
1817,1,1,1,0,72,1,2,1,0,2,0,0,2,2,2,0,0,98.35,5467
1818,1,0,1,1,60,1,2,1,0,0,0,0,0,0,0,0,0,74.35,3780
1819,0,0,1,1,61,0,1,0,0,2,2,2,2,0,2,0,1,51.35,2824
1820,0,0,1,0,6,1,0,0,0,0,0,0,0,0,0,0,3,45.65,2809
1821,1,1,1,0,32,1,2,1,0,0,0,0,0,2,0,0,2,85.3,2317
1822,0,0,0,1,31,1,2,1,0,0,0,0,2,0,0,1,1,86.55,2344
1823,1,0,0,0,19,1,0,1,0,2,0,0,0,0,0,1,1,73.85,784
1824,1,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,0,20.3,736
1825,0,0,0,0,32,1,2,0,0,2,0,0,0,0,0,1,2,54.2,1248
1826,1,0,1,0,65,1,2,1,0,2,0,0,0,2,0,1,2,90.65,4868
1827,0,0,1,1,45,0,1,0,2,0,0,0,2,2,0,1,0,50.9,1969
1828,1,0,0,0,42,1,2,2,1,1,1,1,1,1,1,0,2,25.05,6439
1829,1,0,0,0,8,1,2,1,0,0,0,0,0,0,0,1,2,74.85,4721
1830,1,0,0,1,32,1,0,2,1,1,1,1,1,1,2,0,3,20.5,5481
1831,0,1,1,0,22,1,2,0,2,2,0,2,0,0,0,1,3,63.55,691
1832,1,1,1,0,57,0,1,0,0,0,0,0,2,2,0,1,2,44.85,2230
1833,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,2,47.95,3980
1834,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.1,3812
1835,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,2,45,3810
1836,1,0,0,0,24,1,0,1,0,0,0,2,2,2,0,1,2,96,1750
1837,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,0,20.05,1607
1838,1,1,0,0,54,1,2,1,0,2,0,0,0,2,0,1,2,90.05,4183
1839,0,0,0,0,4,1,2,2,1,1,1,1,1,1,2,1,1,25.3,301
1840,1,0,1,1,65,1,2,1,2,0,2,2,2,2,2,0,0,108.65,5471
1841,0,0,1,0,56,1,2,2,1,1,1,1,1,1,1,0,2,24.3,479
1842,1,0,0,0,45,1,0,0,2,0,2,0,2,2,0,1,2,75.95,2848
1843,0,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,1,19.7,765
1844,1,0,1,0,59,1,0,0,2,2,2,0,2,0,1,0,1,66.4,3382
1845,1,0,0,0,69,0,1,0,0,2,2,0,0,0,1,1,0,35.75,2138
1846,1,0,0,0,19,1,0,2,1,1,1,1,1,1,1,0,3,18.8,2414
1847,0,0,1,1,55,1,0,2,1,1,1,1,1,1,2,0,1,19.4,166
1848,0,0,0,0,38,1,0,2,1,1,1,1,1,1,1,0,3,19.3,5800
1849,1,0,0,0,10,1,0,0,0,0,0,0,0,0,0,1,2,45.55,3440
1850,0,1,1,0,47,1,2,0,2,2,2,0,0,0,0,1,1,67.45,2832
1851,0,0,1,0,2,0,1,0,0,0,0,0,0,2,0,1,2,35.1,5381
1852,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,46.2,3905
1853,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.15,3813
1854,1,1,0,0,1,0,1,0,0,2,2,0,0,2,0,1,2,43.3,3658
1855,1,0,1,1,46,1,0,2,1,1,1,1,1,1,2,1,3,20.1,6410
1856,0,1,0,0,38,1,0,0,2,2,0,0,0,0,0,1,1,57.15,1889
1857,0,0,1,0,65,1,0,0,2,0,2,2,0,0,2,0,1,58.9,3300
1858,0,0,1,0,19,1,0,1,2,0,0,0,0,0,0,1,2,73.2,815
1859,1,0,0,0,52,1,0,1,0,2,0,0,0,2,0,1,2,85.35,3688
1860,1,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,3,19.45,683
1861,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.95,3826
1862,0,1,0,0,52,0,1,0,0,2,2,2,2,0,0,1,2,50.5,2221
1863,1,0,1,0,6,1,2,2,1,1,1,1,1,1,1,0,3,25.1,1207
1864,0,1,1,0,26,1,0,0,0,0,2,0,0,2,1,0,3,60.7,1054
1865,1,1,0,0,48,1,2,1,0,2,0,0,2,2,1,1,2,99,4012
1866,0,0,1,1,64,1,2,1,2,0,0,2,2,2,1,1,0,104.4,5332
1867,0,0,0,0,3,1,0,1,0,2,0,0,2,0,0,0,2,83.75,2120
1868,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,44.05,3735
1869,1,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,1,24.1,1245
1870,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.55,3819
1871,0,0,1,1,51,1,2,1,2,2,0,0,0,2,0,1,2,93.8,3864
1872,0,0,1,1,41,1,0,2,1,1,1,1,1,1,2,0,0,19.7,6036
1873,0,0,1,1,72,1,0,0,2,2,2,0,2,0,2,1,1,70.65,4243
1874,0,0,1,0,43,1,2,0,2,2,0,2,2,2,2,0,1,86.45,3096
1875,1,0,1,0,72,1,2,1,2,2,2,2,2,2,2,1,1,114.1,6051
1876,1,0,1,0,47,1,2,1,0,0,0,0,2,2,1,1,1,95.2,3886
1877,1,0,0,0,72,1,2,0,2,2,2,2,2,2,2,0,1,88.55,5130
1878,1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,1,20.75,5316
1879,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.05,5502
1880,1,0,0,0,2,1,2,1,0,0,0,0,0,2,0,1,2,86,1129
1881,1,0,0,0,26,0,1,0,2,2,0,0,0,2,0,1,0,44.65,295
1882,1,0,1,1,29,1,0,0,2,0,0,0,0,2,0,1,3,60.2,1386
1883,0,1,1,0,35,1,2,1,2,2,0,2,2,0,0,1,0,100.5,3159
1884,1,0,0,0,27,1,0,0,2,2,0,0,0,0,1,0,0,55.45,876
1885,1,0,1,1,24,1,0,0,2,2,0,2,0,2,0,1,1,70.3,1204
1886,1,0,1,1,67,1,0,0,2,0,2,2,0,0,2,1,0,60.4,3379
1887,0,0,0,0,16,1,2,1,0,0,0,0,0,0,0,0,2,72.65,362
1888,0,0,0,0,23,1,0,0,0,2,2,0,0,0,1,0,0,55.8,595
1889,1,0,0,0,14,0,1,0,0,2,0,0,0,0,0,1,3,31.1,3582
1890,0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,1,2,21,1728
1891,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.1,3812
1892,1,1,0,0,4,0,1,0,0,2,0,0,2,2,0,1,1,50.95,1693
1893,1,0,0,1,16,1,2,0,2,2,0,0,0,2,0,1,2,69.1,167
1894,0,0,1,0,46,0,1,0,0,0,0,0,2,2,0,1,2,43.95,1634
1895,1,0,0,1,68,1,2,0,2,2,0,2,2,2,2,1,0,86.5,4827
1896,1,0,0,0,38,1,2,0,2,2,2,2,0,0,0,0,2,69.95,2307
1897,1,1,1,0,30,1,0,0,0,2,0,0,0,0,0,1,0,50.4,951
1898,0,1,0,0,5,1,0,1,0,0,0,0,0,2,0,0,2,78.95,3246
1899,1,0,0,0,17,1,0,1,0,2,2,0,0,2,0,1,1,90.95,1074
1900,1,0,1,1,4,1,0,2,1,1,1,1,1,1,2,0,3,19.9,5825
1901,0,0,0,0,12,1,0,2,1,1,1,1,1,1,1,0,2,20.15,2249
1902,1,0,1,1,72,1,2,0,2,2,2,2,2,2,2,1,1,90.6,5182
1903,1,0,0,0,3,1,0,1,0,0,0,0,2,2,0,1,2,92,2313
1904,1,0,0,0,56,1,2,1,0,2,0,2,0,2,0,1,2,94.45,4314
1905,0,0,0,0,41,1,2,2,1,1,1,1,1,1,1,1,3,24.85,6471
1906,1,0,0,0,40,0,1,0,0,2,0,2,0,0,1,0,1,36,692
1907,0,0,0,0,7,1,0,0,2,2,0,2,2,2,0,1,2,78.5,4711
1908,1,0,0,0,69,1,0,2,1,1,1,1,1,1,2,0,1,19.95,728
1909,1,0,1,1,7,1,0,2,1,1,1,1,1,1,1,0,3,20.65,902
1910,0,0,1,1,5,0,1,0,0,2,0,0,0,0,0,1,2,30.5,1153
1911,0,0,1,1,72,1,2,1,2,2,2,2,2,0,2,0,1,106.1,5850
1912,1,0,1,1,44,1,0,2,1,1,1,1,1,1,1,1,0,20.5,6251
1913,0,0,0,0,65,1,2,1,0,2,2,0,2,0,1,1,2,95.5,5022
1914,0,0,0,0,3,1,2,0,0,0,0,2,2,0,0,0,2,64.6,1249
1915,1,0,0,0,24,1,0,0,0,0,0,2,0,0,0,1,1,51.1,495
1916,0,0,0,0,44,1,2,1,0,2,2,0,0,0,0,1,0,84.8,3304
1917,0,1,1,0,72,1,2,0,2,2,2,2,2,2,2,0,1,89.1,5129
1918,1,0,0,0,24,1,0,0,2,0,0,2,0,0,0,0,2,54.95,635
1919,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,3,50.9,4236
1920,1,0,1,0,22,1,0,2,1,1,1,1,1,1,0,1,0,20.45,3988
1921,1,0,1,1,70,1,2,0,0,2,2,2,2,2,2,1,1,85.95,4869
1922,1,0,1,1,25,1,2,0,0,0,0,0,2,0,0,0,2,60.35,740
1923,1,0,1,1,37,1,0,2,1,1,1,1,1,1,2,0,0,19.8,5646
1924,0,1,1,1,22,1,2,1,0,0,0,0,2,0,0,0,0,85.35,1569
1925,0,0,1,1,59,1,2,0,0,0,2,2,2,0,2,1,0,72.1,3587
1926,1,0,1,1,49,1,2,1,0,0,2,0,2,2,0,1,2,99.8,4119
1927,1,0,1,1,47,1,2,1,0,0,2,2,2,2,0,1,0,107.35,4308
1928,0,0,1,1,31,1,0,2,1,1,1,1,1,1,0,1,3,19.55,5251
1929,1,0,1,1,1,1,0,1,0,0,0,0,0,2,0,1,2,81.05,6056
1930,1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,2,20.5,5826
1931,0,0,1,0,53,1,2,1,0,2,2,2,2,2,1,1,0,111.8,4787
1932,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.2,1610
1933,1,0,0,0,20,1,0,2,1,1,1,1,1,1,1,1,3,19.7,3548
1934,0,0,0,0,3,1,0,1,2,2,0,0,0,0,0,1,2,79.1,2109
1935,0,0,0,0,51,1,0,2,1,1,1,1,1,1,1,1,0,19.85,6524
1936,0,0,1,0,51,1,0,0,2,2,0,2,0,0,1,1,0,60.5,2734
1937,0,0,1,1,13,1,0,2,1,1,1,1,1,1,2,0,3,19.55,2294
1938,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.9,1624
1939,1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,1,3,21.05,1729
1940,1,0,0,0,63,1,2,0,2,2,2,2,0,0,1,0,2,71.5,3892
1941,1,0,0,0,3,1,0,0,0,0,0,0,0,2,0,0,3,54.65,1467
1942,1,0,0,0,46,1,0,2,1,1,1,1,1,1,2,0,1,19.2,6339
1943,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,1,49.8,4145
1944,1,0,0,1,8,0,1,0,0,0,0,0,0,0,0,0,3,25.5,1766
1945,0,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,0,20.5,909
1946,1,0,1,1,55,1,2,1,0,0,2,0,2,0,0,1,1,90.4,4299
1947,0,0,0,0,70,1,2,1,0,2,2,2,0,0,1,1,0,90.25,5149
1948,0,0,0,0,2,1,0,1,0,0,0,0,0,2,0,0,2,80.75,1046
1949,1,0,1,1,67,1,2,1,2,0,0,2,2,2,2,0,0,104.6,5430
1950,1,0,1,0,65,1,2,1,0,2,0,0,2,0,0,1,0,91.85,4872
1951,1,0,1,0,14,1,0,0,0,0,2,0,0,0,0,0,1,50.2,5303
1952,0,0,1,1,20,1,2,1,0,0,2,2,0,2,0,1,0,95.5,1519
1953,1,0,0,1,1,1,0,1,0,2,0,0,0,0,0,1,2,75.35,5770
1954,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,75.45,5771
1955,0,0,1,1,49,1,2,1,0,0,0,0,2,2,0,1,0,95.4,3915
1956,0,0,0,0,72,1,2,1,2,2,2,0,2,0,2,1,0,101.3,5647
1957,0,0,1,0,46,1,2,0,2,0,0,0,0,0,0,0,2,53.1,2106
1958,1,0,0,0,24,1,2,1,0,2,2,0,0,0,0,1,0,84.85,1679
1959,0,0,1,1,5,0,1,0,0,2,0,2,0,0,0,0,2,34.25,1102
1960,0,0,1,1,33,1,2,1,0,2,2,2,0,0,0,0,1,88.6,2492
1961,0,0,0,0,42,1,2,0,2,2,0,0,0,0,1,1,0,60.15,2068
1962,1,0,0,0,23,1,0,1,2,0,2,0,2,2,1,1,1,99.95,1935
1963,1,0,0,0,8,1,0,1,0,0,0,0,0,0,0,0,0,70.7,4592
1964,1,0,0,0,66,1,0,0,2,2,0,0,0,0,1,1,3,54.8,2999
1965,1,0,0,0,24,1,0,0,2,0,0,0,0,0,0,1,0,49.55,385
1966,1,1,0,0,24,1,2,0,0,2,0,0,0,0,0,0,1,54.8,531
1967,1,0,0,0,69,1,2,0,2,2,2,2,0,2,1,1,1,78.6,4468
1968,0,0,0,0,53,1,0,1,0,2,2,0,2,2,1,1,3,100.3,4360
1969,0,0,0,0,60,0,1,0,2,0,2,0,2,2,2,0,2,53.6,2814
1970,0,0,1,0,7,1,0,1,0,0,0,0,2,0,0,1,2,81.1,4753
1971,0,0,0,0,20,1,0,2,1,1,1,1,1,1,1,1,1,19.35,3684
1972,0,0,1,1,23,1,2,1,0,0,0,0,0,2,0,0,2,85.6,1440
1973,1,0,1,1,72,1,0,0,2,0,2,2,2,2,2,1,2,80.8,4727
1974,1,0,1,0,11,1,2,1,0,0,0,0,0,0,0,1,2,74.95,6114
1975,1,0,0,0,21,1,0,2,1,1,1,1,1,1,2,0,3,19.6,3343
1976,1,1,0,0,1,1,2,1,0,0,0,0,2,2,0,1,2,93.55,6393
1977,1,1,0,0,31,1,2,1,0,2,0,0,2,0,0,1,2,90.7,2459
1978,0,0,0,0,57,1,0,0,0,2,2,2,2,0,2,0,3,69.75,3335
1979,0,0,1,1,45,1,0,2,1,1,1,1,1,1,2,1,0,20,6288
1980,1,0,0,0,10,1,2,1,0,2,2,0,0,2,0,1,2,95.25,41
1981,0,0,1,0,58,1,2,1,0,0,2,2,2,2,0,1,1,102.1,4829
1982,1,0,0,1,14,1,0,2,1,1,1,1,1,1,0,0,3,19.95,2330
1983,1,0,1,0,27,1,2,0,2,0,0,2,2,2,1,0,3,80.85,1837
1984,0,0,1,1,14,1,2,1,0,2,0,0,0,2,0,1,0,90.9,472
1985,0,0,1,1,12,0,1,0,0,2,0,0,0,0,0,0,3,29.2,2682
1986,0,0,1,1,69,1,2,1,0,2,0,2,0,2,2,1,0,93.3,5158
1987,0,0,1,1,25,1,0,1,0,2,2,0,2,0,0,1,0,89.15,1891
1988,1,1,1,0,58,1,2,1,2,2,2,0,2,2,1,1,2,108.85,5079
1989,0,0,1,1,35,0,1,0,2,0,0,2,2,0,2,1,1,46.35,1146
1990,0,1,0,0,16,1,2,1,0,0,0,0,2,0,0,1,2,84.75,641
1991,1,0,1,1,45,1,2,0,0,2,2,0,2,2,1,0,1,78.75,3119
1992,0,0,0,0,17,1,0,1,0,2,0,0,2,0,0,1,2,83.55,598
1993,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,45.7,3822
1994,1,0,0,0,22,1,0,2,1,1,1,1,1,1,1,0,3,19.6,3602
1995,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.95,5455
1996,1,0,1,1,67,1,0,0,2,0,2,2,0,2,2,0,3,67.85,3924
1997,0,0,1,1,67,1,2,1,0,0,2,2,2,2,2,1,0,105.65,5327
1998,0,0,1,0,2,0,1,0,0,0,0,0,2,2,0,0,2,44.6,6482
1999,1,0,0,0,23,1,2,1,0,0,0,0,0,0,0,1,2,74.95,1211
2000,0,1,0,0,9,1,0,1,0,0,2,0,0,0,0,0,1,75.5,5136
2001,0,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,3,20.15,317
2002,1,0,0,0,54,0,1,0,2,0,0,2,2,0,2,0,1,45.2,2114
2003,0,0,0,0,57,1,0,1,0,0,2,0,2,2,2,1,2,95.25,4539
2004,1,0,0,0,24,1,2,1,0,0,2,0,2,0,0,1,3,89.85,1779
2005,0,0,1,1,49,1,2,1,0,2,0,0,2,2,1,0,3,100.45,4189
2006,1,0,0,0,5,1,2,0,0,0,0,0,0,0,0,0,2,47.15,1861
2007,1,0,0,0,2,1,0,1,0,0,0,0,0,2,0,1,2,80.2,1357
2008,0,0,0,1,4,1,2,1,0,0,2,2,0,0,0,1,3,87.1,2953
2009,1,0,1,1,70,1,2,0,2,2,2,2,2,0,2,1,0,79.25,4736
2010,1,0,0,0,5,1,2,1,0,0,0,0,0,0,0,1,0,75.9,3094
2011,1,0,1,1,53,1,2,0,2,0,2,2,2,2,0,0,2,85.7,3920
2012,0,0,1,0,47,1,2,1,2,2,2,0,2,0,0,1,2,98.75,3859
2013,0,0,0,1,31,1,0,2,1,1,1,1,1,1,1,0,1,20.1,4831
2014,1,0,1,1,13,1,0,0,0,2,2,2,0,0,0,0,0,61.8,5779
2015,0,0,1,1,28,1,2,0,0,0,0,0,0,0,0,0,3,49.9,751
2016,0,0,0,0,10,1,2,1,0,0,0,0,0,2,0,0,2,86.45,6137
2017,1,0,1,0,38,1,0,2,1,1,1,1,1,1,2,0,0,20.4,5742
2018,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.3,3816
2019,1,0,1,0,67,1,2,1,0,2,2,0,2,2,1,0,2,104.1,5541
2020,1,0,1,0,52,1,0,0,2,2,0,0,2,2,1,1,3,75.4,3305
2021,1,0,1,1,62,1,0,1,2,2,2,2,2,2,2,0,3,108.15,5393
2022,0,0,0,0,16,1,0,1,0,2,0,0,0,2,0,1,2,86.25,622
2023,0,1,1,0,5,1,2,1,0,2,0,0,0,0,0,1,2,81,3200
2024,1,0,0,0,12,1,0,1,0,0,2,0,2,2,1,0,2,95.7,344
2025,0,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,0,116.85,6202
2026,1,1,0,0,71,1,2,1,0,2,0,2,2,2,1,0,0,105.75,5705
2027,0,0,1,0,24,1,0,2,1,1,1,1,1,1,1,0,3,20.15,3885
2028,0,0,0,0,15,1,0,2,1,1,1,1,1,1,2,0,3,19.6,2875
2029,1,0,1,0,67,1,0,1,2,2,0,0,0,2,1,1,1,90.6,4951
2030,1,0,0,1,2,1,2,0,2,2,0,0,0,0,0,0,0,60.95,619
2031,0,0,1,1,5,0,1,0,0,0,0,0,0,0,0,0,3,25.05,455
2032,0,0,1,0,15,1,0,1,0,0,0,0,2,2,0,0,2,88.15,713
2033,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.2,1610
2034,1,0,1,1,41,1,0,0,2,2,2,0,0,0,1,1,0,60.3,2171
2035,0,0,0,1,43,1,0,0,2,2,0,0,0,2,0,1,2,63.95,2380
2036,1,1,1,0,1,1,2,1,0,0,0,0,0,0,0,0,2,74.3,5717
2037,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,70.6,5513
2038,0,0,1,1,26,1,0,1,0,0,0,0,2,2,0,1,2,90.8,1998
2039,1,0,0,0,22,1,2,1,0,2,0,0,0,0,0,1,2,79.35,1238
2040,1,0,1,0,71,1,2,0,2,2,2,2,2,2,2,0,0,90.55,5161
2041,1,0,0,0,7,1,0,2,1,1,1,1,1,1,2,0,3,19.45,1127
2042,0,1,0,0,28,1,2,0,0,2,2,2,0,0,0,0,0,64.45,1438
2043,1,1,0,0,16,1,0,1,0,0,0,0,0,0,0,0,2,69.65,83
2044,1,0,0,0,7,1,0,2,1,1,1,1,1,1,1,0,3,19.5,513
2045,0,0,0,0,69,1,2,1,0,2,2,2,2,2,2,1,0,110.5,5749
2046,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,24.7,2042
2047,1,0,0,0,3,1,0,0,2,0,2,0,2,2,0,1,2,77.4,1685
2048,1,1,0,0,21,1,0,1,0,0,2,0,2,2,0,1,0,96.8,1663
2049,0,0,1,0,69,1,2,1,0,2,2,0,0,0,0,1,0,85.4,4820
2050,0,0,1,0,71,0,1,0,2,2,2,2,0,0,2,1,0,47.6,2931
2051,0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,3,19.4,631
2052,0,0,0,0,48,1,2,1,0,0,2,2,2,2,0,1,2,103.85,4190
2053,1,0,1,0,47,1,2,1,0,2,2,0,0,0,0,1,0,83.35,3476
2054,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,1,2,49.4,116
2055,1,0,0,0,45,1,2,1,2,0,2,2,2,2,0,1,1,108.45,4200
2056,1,0,0,0,51,1,2,1,0,2,0,0,0,0,0,0,0,81,3485
2057,0,0,1,0,22,1,2,0,2,0,0,2,2,2,0,1,2,79.2,1260
2058,1,0,0,0,72,1,2,0,2,2,2,2,2,2,2,0,0,86.65,5055
2059,1,0,1,1,37,1,2,1,0,2,2,0,2,0,0,1,2,92.95,2959
2060,1,0,1,1,71,1,2,0,2,2,2,2,2,2,2,0,2,90.35,5111
2061,1,0,1,1,7,1,0,0,0,0,2,0,0,0,0,0,2,48.7,2945
2062,0,0,0,0,66,1,2,2,1,1,1,1,1,1,2,1,1,25.15,1178
2063,1,0,1,1,51,1,0,0,2,0,0,2,2,2,1,1,0,76.4,3390
2064,0,0,1,1,30,1,0,2,1,1,1,1,1,1,1,0,0,19.55,4969
2065,0,0,0,0,34,1,2,1,0,0,0,0,2,0,0,0,2,85.35,2500
2066,1,0,1,1,64,1,2,2,1,1,1,1,1,1,2,1,3,24.8,932
2067,1,1,1,0,65,1,2,1,0,2,2,0,2,2,1,1,0,103.15,5374
2068,1,0,0,0,47,1,2,1,2,2,0,2,2,0,0,0,3,100.75,3948
2069,0,0,0,0,1,1,0,1,2,0,0,0,2,2,0,1,2,95.6,6445
2070,0,0,0,0,49,1,2,0,2,2,0,0,0,0,0,1,1,59.75,2537
2071,0,0,1,1,67,1,2,1,0,2,0,2,2,0,2,0,1,94.1,5097
2072,1,0,0,1,39,1,0,2,1,1,1,1,1,1,1,0,0,19.35,5904
2073,1,0,0,0,14,1,0,2,1,1,1,1,1,1,0,0,3,19.9,2444
2074,0,1,0,0,43,1,0,1,2,2,0,2,2,2,0,1,1,108.15,3911
2075,1,1,0,0,56,1,2,1,0,0,2,0,2,2,0,1,2,101.05,4629
2076,0,0,0,0,14,1,0,0,0,0,0,2,0,2,1,0,1,59.1,5880
2077,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,71.35,5569
2078,1,0,1,1,16,1,0,0,2,2,0,0,0,0,1,1,3,55.85,6236
2079,1,0,1,1,70,1,2,1,2,2,0,0,2,2,0,1,2,106.05,5804
2080,1,1,1,0,72,1,2,0,2,2,2,0,2,2,2,1,1,84.1,4900
2081,0,0,1,1,23,1,0,1,0,0,2,0,0,0,0,1,1,75.3,1202
2082,1,0,0,1,21,1,2,2,1,1,1,1,1,1,0,0,3,24.7,3949
2083,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.15,1609
2084,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,69.75,5451
2085,0,1,1,0,32,1,2,1,0,0,0,0,2,2,0,1,2,93.2,2534
2086,1,0,1,1,17,1,0,1,0,0,0,0,2,0,0,0,2,80.85,735
2087,0,0,0,0,4,0,1,0,2,2,0,0,0,0,0,1,2,33.65,667
2088,0,0,0,0,36,1,2,0,0,0,2,0,0,0,1,0,2,55.8,1546
2089,0,0,0,0,50,0,1,0,0,2,2,2,0,0,2,0,1,39.7,1535
2090,0,0,1,1,48,0,1,0,0,0,0,2,0,0,0,1,1,29.5,777
2091,0,0,0,1,50,1,0,2,1,1,1,1,1,1,2,0,1,20.15,6487
2092,1,0,1,0,72,1,2,0,2,2,2,2,0,2,2,0,1,79.55,4790
2093,1,0,0,1,10,1,2,2,1,1,1,1,1,1,0,0,1,24.8,1865
2094,0,0,0,0,18,1,0,2,1,1,1,1,1,1,0,0,3,19.65,3349
2095,1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.95,5975
2096,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,19.3,1481
2097,1,0,0,0,9,1,0,1,0,0,2,0,2,2,0,1,2,94.05,6069
2098,1,0,0,0,2,1,2,1,2,0,0,0,0,2,0,0,3,90.75,1254
2099,0,0,1,0,40,1,2,1,0,0,0,2,0,0,0,1,1,78.85,2717
2100,1,0,1,0,69,1,2,1,0,0,2,0,2,2,1,0,0,99.5,5405
2101,0,0,1,0,37,1,2,1,2,0,2,2,0,2,1,1,2,99.2,3225
2102,1,0,0,1,18,1,2,1,0,0,2,0,0,0,0,1,1,80.55,743
2103,1,1,1,0,11,1,0,1,0,0,0,0,0,0,0,1,2,70.2,6157
2104,0,0,1,0,8,1,2,1,0,0,0,0,0,2,0,1,1,85.2,5074
2105,0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,2,75.25,2063
2106,1,0,1,1,55,1,0,0,2,0,0,0,0,2,1,0,1,59.45,2740
2107,1,0,1,0,33,1,2,1,0,2,2,0,0,2,0,1,2,93.35,2689
2108,0,0,0,0,46,1,0,0,0,0,0,0,0,0,0,0,0,44.95,1781
2109,1,0,0,0,34,1,2,2,1,1,1,1,1,1,2,0,0,26.1,6502
2110,0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,2,20.2,5207
2111,1,0,1,1,30,1,0,2,1,1,1,1,1,1,2,0,3,21.25,5578
2112,0,0,0,0,33,1,2,0,2,0,0,2,0,0,1,0,2,59.4,1556
2113,1,0,1,1,45,1,2,1,0,2,2,0,0,2,1,1,1,95,3709
2114,1,0,0,0,40,1,0,0,2,2,0,2,0,0,0,1,3,61.9,2291
